Airline,AirlineID,SourceIATA,SourceAirportID,DestinationIATA,DestinationAirportID,Codeshare,Stops,Equipment,SourceCity,DestinationCity
FL,1316,MDW,3747,PHL,3752,Y,0,73W 73H,Chicago,Philadelphia
FL,1316,MDW,3747,PHX,3462,Y,0,73W 73H,Chicago,Phoenix
FL,1316,MDW,3747,PIT,3570,Y,0,73W 73H,Chicago,Pittsburgh
FL,1316,MDW,3747,PUJ,1760,,0,73G,Chicago,Punta Cana
FL,1316,MDW,3747,PVD,3641,Y,0,73W,Chicago,Providence
FL,1316,MDW,3747,RDU,3626,Y,0,73W,Chicago,Raleigh-durham
FL,1316,MDW,3747,ROC,3622,Y,0,73W,Chicago,Rochester
FL,1316,MDW,3747,RSW,3793,,0,717,Chicago,Fort Myers
FL,1316,MDW,3747,SAN,3731,Y,0,73H 73W 738,Chicago,San Diego
FL,1316,MDW,3747,SAT,3621,Y,0,73W,Chicago,San Antonio
FL,1316,MDW,3747,SDF,4014,Y,0,73W 733,Chicago,Louisville
FL,1316,MDW,3747,SEA,3577,Y,0,73W 73H,Chicago,Seattle
FL,1316,MDW,3747,SFO,3469,Y,0,73W,Chicago,San Francisco
FL,1316,MDW,3747,SJC,3748,Y,0,73W,Chicago,San Jose
FL,1316,MDW,3747,SLC,3536,Y,0,73W,Chicago,Salt Lake City
FL,1316,MDW,3747,SMF,3817,Y,0,73W,Chicago,Sacramento
FL,1316,MDW,3747,STL,3678,Y,0,73W 73C,Chicago,St. Louis
FL,1316,MDW,3747,TPA,3646,Y,0,73W,Chicago,Tampa
FL,1316,MDW,3747,TUL,3855,Y,0,73W,Chicago,Tulsa
FL,1316,MDW,3747,TUS,3636,Y,0,73W,Chicago,Tucson
FL,1316,MEM,3473,BWI,3849,Y,0,73W,Memphis,Baltimore
FL,1316,MEM,3473,HOU,3566,Y,0,733,Memphis,Houston
FL,1316,MEM,3473,LAS,3877,Y,0,73C,Memphis,Las Vegas
FL,1316,MEM,3473,MCO,3878,Y,0,73W,Memphis,Orlando
FL,1316,MEM,3473,MDW,3747,Y,0,73W,Memphis,Chicago
FL,1316,MEM,3473,TPA,3646,Y,0,73W,Memphis,Tampa
FL,1316,MEX,1824,SAT,3621,,0,73G,Mexico City,San Antonio
FL,1316,MEX,1824,SNA,3867,,0,73G,Mexico City,Santa Ana
FL,1316,MHT,4011,BWI,3849,Y,0,73H 73W,Manchester NH,Baltimore
FL,1316,MHT,4011,MDW,3747,Y,0,73H 73W,Manchester NH,Chicago
FL,1316,MHT,4011,MSP,3858,Y,0,73H,Manchester NH,Minneapolis
FL,1316,MHT,4011,TPA,3646,Y,0,73W,Manchester NH,Tampa
FL,1316,MKE,3717,ATL,3682,,0,717 73G,Milwaukee,Atlanta
FL,1316,MKE,3717,BOS,3448,Y,0,73W,Milwaukee,Boston
FL,1316,MKE,3717,BWI,3849,Y,0,73W 73C,Milwaukee,Baltimore
FL,1316,MKE,3717,CUN,1852,,0,73G,Milwaukee,Cancun
FL,1316,MKE,3717,DCA,3520,,0,717,Milwaukee,Washington
FL,1316,MKE,3717,DEN,3751,Y,0,73W,Milwaukee,Denver
FL,1316,MKE,3717,FLL,3533,Y,0,73W,Milwaukee,Fort Lauderdale
FL,1316,MKE,3717,LAS,3877,Y,0,73W,Milwaukee,Las Vegas
FL,1316,MKE,3717,LAX,3484,Y,0,73W,Milwaukee,Los Angeles
FL,1316,MKE,3717,MCI,3458,Y,0,73W,Milwaukee,Kansas City
FL,1316,MKE,3717,MCO,3878,Y,0,73W,Milwaukee,Orlando
FL,1316,MKE,3717,MSP,3858,Y,0,73W,Milwaukee,Minneapolis
FL,1316,MKE,3717,MSY,3861,Y,0,73C 73W,Milwaukee,New Orleans
FL,1316,MKE,3717,PHX,3462,Y,0,73W,Milwaukee,Phoenix
FL,1316,MKE,3717,RSW,3793,Y,0,73W,Milwaukee,Fort Myers
FL,1316,MKE,3717,SEA,3577,Y,0,73W,Milwaukee,Seattle
FL,1316,MKE,3717,SFO,3469,Y,0,73W,Milwaukee,San Francisco
FL,1316,MKE,3717,STL,3678,Y,0,73C,Milwaukee,St. Louis
FL,1316,MKE,3717,TPA,3646,Y,0,73W,Milwaukee,Tampa
FL,1316,MSP,3858,ATL,3682,,0,717,Minneapolis,Atlanta
FL,1316,MSP,3858,DEN,3751,Y,0,73C,Minneapolis,Denver
FL,1316,MSP,3858,MCI,3458,Y,0,73W 73C,Minneapolis,Kansas City
FL,1316,MSP,3858,MCO,3878,Y,0,73W,Minneapolis,Orlando
FL,1316,MSP,3858,MDW,3747,Y,0,73W 73H,Minneapolis,Chicago
FL,1316,MSP,3858,MKE,3717,Y,0,73C 73W,Minneapolis,Milwaukee
FL,1316,MSP,3858,OAK,3453,Y,0,73W,Minneapolis,Oakland
FL,1316,MSP,3858,PHX,3462,Y,0,73W,Minneapolis,Phoenix
FL,1316,MSP,3858,STL,3678,Y,0,73W,Minneapolis,St. Louis
FL,1316,MSY,3861,ATL,3682,,0,717,New Orleans,Atlanta
FL,1316,MSY,3861,AUS,3673,Y,0,73C,New Orleans,Austin
FL,1316,MSY,3861,BWI,3849,Y,0,73W,New Orleans,Baltimore
FL,1316,MSY,3861,DAL,3502,Y,0,73W 73C 733,New Orleans,Dallas
FL,1316,MSY,3861,DEN,3751,Y,0,73W,New Orleans,Denver
FL,1316,MSY,3861,EWR,3494,Y,0,73W,New Orleans,Newark
FL,1316,MSY,3861,EYW,3875,Y,0,73W,New Orleans,Key West
FL,1316,MSY,3861,FLL,3533,Y,0,73W 73C,New Orleans,Fort Lauderdale
FL,1316,MSY,3861,HOU,3566,Y,0,735 73W 73C,New Orleans,Houston
FL,1316,MSY,3861,LAS,3877,Y,0,73W,New Orleans,Las Vegas
FL,1316,MSY,3861,MCI,3458,Y,0,73W,New Orleans,Kansas City
FL,1316,MSY,3861,MCO,3878,Y,0,733 73W 73C,New Orleans,Orlando
FL,1316,MSY,3861,MDW,3747,Y,0,73W,New Orleans,Chicago
FL,1316,MSY,3861,MKE,3717,Y,0,73W,New Orleans,Milwaukee
FL,1316,MSY,3861,SAN,3731,Y,0,73W,New Orleans,San Diego
FL,1316,MSY,3861,STL,3678,Y,0,73C 73W,New Orleans,St. Louis
FL,1316,MSY,3861,TPA,3646,Y,0,73C 73W 733,New Orleans,Tampa
FL,1316,NAS,1953,ATL,3682,,0,73G,Nassau,Atlanta
FL,1316,NAS,1953,BWI,3849,,0,73G,Nassau,Baltimore
FL,1316,OAK,3453,CMH,3759,Y,0,73W,Oakland,Columbus
FL,1316,OAK,3453,DEN,3751,,0,73W,Oakland,Denver
FL,1316,OAK,3453,LAS,3877,Y,0,73C 73W 73H,Oakland,Las Vegas
FL,1316,OAK,3453,LAX,3484,Y,0,73W 73C,Oakland,Los Angeles
FL,1316,OAK,3453,MDW,3747,Y,0,73H,Oakland,Chicago
FL,1316,OAK,3453,OKC,3863,Y,0,73W,Oakland,Oklahoma City
FL,1316,OAK,3453,SNA,3867,Y,0,73W,Oakland,Santa Ana
FL,1316,OKC,3863,ATL,3682,,0,717,Oklahoma City,Atlanta
FL,1316,OKC,3863,BWI,3849,Y,0,73W,Oklahoma City,Baltimore
FL,1316,OKC,3863,DAL,3502,Y,0,73W 733 73C,Oklahoma City,Dallas
FL,1316,OKC,3863,DEN,3751,Y,0,73C,Oklahoma City,Denver
FL,1316,OKC,3863,HOU,3566,Y,0,733 73W,Oklahoma City,Houston
FL,1316,OKC,3863,LAS,3877,Y,0,73C,Oklahoma City,Las Vegas
FL,1316,OKC,3863,MDW,3747,Y,0,73W,Oklahoma City,Chicago
FL,1316,OKC,3863,STL,3678,Y,0,73W,Oklahoma City,St. Louis
FL,1316,OMA,3454,MDW,3747,Y,0,73W,Omaha,Chicago
FL,1316,OMA,3454,SAN,3731,Y,0,73W,Omaha,San Diego
FL,1316,OMA,3454,STL,3678,Y,0,73W,Omaha,St. Louis
FL,1316,ONT,3734,DEN,3751,Y,0,73C,Ontario,Denver
FL,1316,ONT,3734,LAS,3877,Y,0,73H 73W,Ontario,Las Vegas
FL,1316,ORF,3611,ATL,3682,,0,717,Norfolk,Atlanta
FL,1316,ORF,3611,BWI,3849,Y,0,73W,Norfolk,Baltimore
FL,1316,ORF,3611,MCO,3878,Y,0,73W 73C,Norfolk,Orlando
FL,1316,ORF,3611,MDW,3747,Y,0,73W,Norfolk,Chicago
FL,1316,PBI,3722,ATL,3682,Y,0,73W 733,West Palm Beach,Atlanta
FL,1316,PDX,3720,DEN,3751,Y,0,73W,Portland,Denver
FL,1316,PDX,3720,MDW,3747,Y,0,73H,Portland,Chicago
FL,1316,PDX,3720,OAK,3453,Y,0,73C 73W,Portland,Oakland
FL,1316,PDX,3720,OKC,3863,Y,0,733,Portland,Oklahoma City
FL,1316,PHL,3752,ATL,3682,,0,717,Philadelphia,Atlanta
FL,1316,PHL,3752,DEN,3751,Y,0,73W,Philadelphia,Denver
FL,1316,PHL,3752,FLL,3533,Y,0,73W,Philadelphia,Fort Lauderdale
FL,1316,PHL,3752,ICT,3457,Y,0,73C,Philadelphia,Wichita
FL,1316,PHL,3752,MCO,3878,Y,0,73W 73C,Philadelphia,Orlando
FL,1316,PHL,3752,MDW,3747,Y,0,73W 73H,Philadelphia,Chicago
FL,1316,PHL,3752,PHX,3462,Y,0,73H,Philadelphia,Phoenix
FL,1316,PHX,3462,ABQ,4019,Y,0,73W,Phoenix,Albuquerque
FL,1316,PHX,3462,ATL,3682,Y,0,73W,Phoenix,Atlanta
FL,1316,PHX,3462,DEN,3751,Y,0,73H 73W 73C,Phoenix,Denver
FL,1316,PHX,3462,FLL,3533,Y,0,73W,Phoenix,Fort Lauderdale
FL,1316,PHX,3462,HOU,3566,Y,0,73H 73W,Phoenix,Houston
FL,1316,PHX,3462,LAS,3877,Y,0,73W 73C,Phoenix,Las Vegas
FL,1316,PHX,3462,OAK,3453,Y,0,738,Phoenix,Oakland
FL,1316,PHX,3462,ONT,3734,Y,0,73W,Phoenix,Ontario
FL,1316,PHX,3462,PDX,3720,Y,0,73W,Phoenix,Portland
FL,1316,PHX,3462,PHL,3752,Y,0,73W,Phoenix,Philadelphia
FL,1316,PHX,3462,SAN,3731,Y,0,73W,Phoenix,San Diego
FL,1316,PHX,3462,SJC,3748,Y,0,73W,Phoenix,San Jose
FL,1316,PHX,3462,SNA,3867,Y,0,73W,Phoenix,Santa Ana
FL,1316,PIT,3570,ATL,3682,,0,717 73G,Pittsburgh,Atlanta
FL,1316,PIT,3570,BWI,3849,Y,0,73W 73C,Pittsburgh,Baltimore
FL,1316,PIT,3570,MCO,3878,,0,717,Pittsburgh,Orlando
FL,1316,PIT,3570,MDW,3747,Y,0,73W,Pittsburgh,Chicago
FL,1316,PIT,3570,TPA,3646,,0,717,Pittsburgh,Tampa
FL,1316,PUJ,1760,ATL,3682,,0,73G,Punta Cana,Atlanta
FL,1316,PUJ,1760,BWI,3849,,0,73G,Punta Cana,Baltimore
FL,1316,PUJ,1760,MDW,3747,,0,73G,Punta Cana,Chicago
FL,1316,PVD,3641,BWI,3849,Y,0,73W 738 73C,Providence,Baltimore
FL,1316,PVD,3641,LAS,3877,Y,0,73H,Providence,Las Vegas
FL,1316,PVD,3641,MCO,3878,,0,733,Providence,Orlando
FL,1316,PVD,3641,MDW,3747,Y,0,73H 73W,Providence,Chicago
FL,1316,PVD,3641,SAN,3731,Y,0,73W,Providence,San Diego
FL,1316,PVD,3641,SLC,3536,Y,0,73H,Providence,Salt Lake City
FL,1316,PWM,3862,BWI,3849,Y,0,73W,Portland,Baltimore
FL,1316,RDU,3626,ATL,3682,,0,717,Raleigh-durham,Atlanta
FL,1316,RDU,3626,BNA,3690,,0,733,Raleigh-durham,Nashville
FL,1316,RDU,3626,BWI,3849,Y,0,73W 733,Raleigh-durham,Baltimore
FL,1316,RDU,3626,MCO,3878,Y,0,733 73W,Raleigh-durham,Orlando
FL,1316,RDU,3626,MDW,3747,Y,0,73W,Raleigh-durham,Chicago
FL,1316,RDU,3626,SFO,3469,Y,0,73W,Raleigh-durham,San Francisco
FL,1316,RDU,3626,TPA,3646,Y,0,73W,Raleigh-durham,Tampa
FL,1316,RIC,3608,ATL,3682,,0,717,Richmond,Atlanta
FL,1316,RNO,3807,DEN,3751,Y,0,73W,Reno,Denver
FL,1316,RNO,3807,MDW,3747,Y,0,73W,Reno,Chicago
FL,1316,ROC,3622,MCO,3878,Y,0,73W,Rochester,Orlando
FL,1316,ROC,3622,MDW,3747,Y,0,73W,Rochester,Chicago
FL,1316,RSW,3793,ATL,3682,,0,717,Fort Myers,Atlanta
FL,1316,RSW,3793,BWI,3849,,0,717,Fort Myers,Baltimore
FL,1316,RSW,3793,DCA,3520,,0,717,Fort Myers,Washington
FL,1316,RSW,3793,MDW,3747,,0,717,Fort Myers,Chicago
FL,1316,SAN,3731,ATL,3682,Y,0,73W,San Diego,Atlanta
FL,1316,SAN,3731,BWI,3849,Y,0,73W,San Diego,Baltimore
FL,1316,SAN,3731,DEN,3751,Y,0,73H 73C,San Diego,Denver
FL,1316,SAN,3731,HOU,3566,Y,0,73W 73H,San Diego,Houston
FL,1316,SAN,3731,LAS,3877,Y,0,73W 738,San Diego,Las Vegas
FL,1316,SAN,3731,MCI,3458,Y,0,738,San Diego,Kansas City
FL,1316,SAN,3731,PHX,3462,Y,0,73W,San Diego,Phoenix
FL,1316,SAN,3731,RNO,3807,Y,0,73W,San Diego,Reno
FL,1316,SAN,3731,SAT,3621,Y,0,73W,San Diego,San Antonio
FL,1316,SAN,3731,SDF,4014,Y,0,73W,San Diego,Louisville
FL,1316,SAN,3731,SJC,3748,Y,0,73W,San Diego,San Jose
FL,1316,SAT,3621,ATL,3682,,0,73G,San Antonio,Atlanta
FL,1316,SAT,3621,BWI,3849,Y,0,73W,San Antonio,Baltimore
FL,1316,SAT,3621,CUN,1852,,0,73G,San Antonio,Cancun
FL,1316,SAT,3621,DAL,3502,Y,0,73W 73C 733,San Antonio,Dallas
FL,1316,SAT,3621,DEN,3751,Y,0,73W,San Antonio,Denver
FL,1316,SAT,3621,HOU,3566,Y,0,73W 735,San Antonio,Houston
FL,1316,SAT,3621,LAS,3877,Y,0,73W,San Antonio,Las Vegas
FL,1316,SAT,3621,LAX,3484,Y,0,73W,San Antonio,Los Angeles
FL,1316,SAT,3621,MCO,3878,Y,0,73W,San Antonio,Orlando
FL,1316,SAT,3621,MDW,3747,Y,0,73W,San Antonio,Chicago
FL,1316,SAT,3621,MEX,1824,,0,73G,San Antonio,Mexico City
FL,1316,SAT,3621,PHX,3462,Y,0,73W,San Antonio,Phoenix
FL,1316,SAT,3621,STL,3678,Y,0,73C,San Antonio,St. Louis
FL,1316,SAT,3621,TPA,3646,Y,0,73C,San Antonio,Tampa
FL,1316,SDF,4014,ATL,3682,,0,717,Louisville,Atlanta
FL,1316,SDF,4014,BWI,3849,Y,0,73W,Louisville,Baltimore
FL,1316,SDF,4014,MCO,3878,Y,0,73W,Louisville,Orlando
FL,1316,SDF,4014,MDW,3747,Y,0,73W,Louisville,Chicago
FL,1316,SEA,3577,BWI,3849,Y,0,73W,Seattle,Baltimore
FL,1316,SEA,3577,DEN,3751,Y,0,73W,Seattle,Denver
FL,1316,SEA,3577,LAS,3877,Y,0,73W,Seattle,Las Vegas
FL,1316,SEA,3577,MDW,3747,Y,0,73W 73H,Seattle,Chicago
FL,1316,SEA,3577,MKE,3717,Y,0,73W,Seattle,Milwaukee
FL,1316,SEA,3577,OAK,3453,Y,0,73W,Seattle,Oakland
FL,1316,SEA,3577,PHX,3462,Y,0,73C,Seattle,Phoenix
FL,1316,SEA,3577,SAN,3731,Y,0,73C,Seattle,San Diego
FL,1316,SEA,3577,SLC,3536,Y,0,73W,Seattle,Salt Lake City
FL,1316,SEA,3577,SMF,3817,Y,0,73W,Seattle,Sacramento
FL,1316,SFO,3469,ATL,3682,,0,73G,San Francisco,Atlanta
FL,1316,SFO,3469,DEN,3751,Y,0,73W,San Francisco,Denver
FL,1316,SFO,3469,MDW,3747,Y,0,73W,San Francisco,Chicago
FL,1316,SFO,3469,MKE,3717,Y,0,73W,San Francisco,Milwaukee
FL,1316,SFO,3469,ORF,3611,Y,0,73W,San Francisco,Norfolk
FL,1316,SJC,3748,DEN,3751,Y,0,73W,San Jose,Denver
FL,1316,SJC,3748,LAS,3877,Y,0,73C 73W,San Jose,Las Vegas
FL,1316,SJC,3748,LAX,3484,Y,0,73W,San Jose,Los Angeles
FL,1316,SJC,3748,SAN,3731,Y,0,73W,San Jose,San Diego
FL,1316,SJD,1840,DEN,3751,,0,73G,San Jose Del Cabo,Denver
FL,1316,SJD,1840,SNA,3867,,0,73G,San Jose Del Cabo,Santa Ana
FL,1316,SJU,2890,ATL,3682,Y,0,73W,San Juan,Atlanta
FL,1316,SJU,2890,FLL,3533,Y,0,73W,San Juan,Fort Lauderdale
FL,1316,SJU,2890,MCO,3878,Y,0,738,San Juan,Orlando
FL,1316,SJU,2890,ONT,3734,Y,0,73H,San Juan,Ontario
FL,1316,SLC,3536,BWI,3849,Y,0,73W,Salt Lake City,Baltimore
FL,1316,SLC,3536,LAS,3877,Y,0,73C,Salt Lake City,Las Vegas
FL,1316,SLC,3536,MDW,3747,Y,0,73H,Salt Lake City,Chicago
FL,1316,SLC,3536,MHT,4011,Y,0,73W,Salt Lake City,Manchester NH
FL,1316,SLC,3536,OAK,3453,Y,0,73W,Salt Lake City,Oakland
FL,1316,SLC,3536,PDX,3720,Y,0,733,Salt Lake City,Portland
FL,1316,SLC,3536,SEA,3577,Y,0,73W 73C,Salt Lake City,Seattle
FL,1316,SLC,3536,TUS,3636,Y,0,73W,Salt Lake City,Tucson
FL,1316,SMF,3817,DEN,3751,Y,0,73C 73H,Sacramento,Denver
FL,1316,SMF,3817,LAS,3877,Y,0,73W 73C,Sacramento,Las Vegas
FL,1316,SMF,3817,LAX,3484,Y,0,73W,Sacramento,Los Angeles
FL,1316,SMF,3817,PHX,3462,Y,0,73W,Sacramento,Phoenix
FL,1316,SMF,3817,SAN,3731,Y,0,73W,Sacramento,San Diego
FL,1316,SMF,3817,SEA,3577,Y,0,73W,Sacramento,Seattle
FL,1316,SMF,3817,SNA,3867,Y,0,73W,Sacramento,Santa Ana
FL,1316,SNA,3867,DEN,3751,Y,0,73W,Santa Ana,Denver
FL,1316,SNA,3867,LAS,3877,,0,73G,Santa Ana,Las Vegas
FL,1316,SNA,3867,MEX,1824,,0,73G,Santa Ana,Mexico City
FL,1316,SNA,3867,OAK,3453,Y,0,73W,Santa Ana,Oakland
FL,1316,SNA,3867,PHX,3462,Y,0,73W,Santa Ana,Phoenix
FL,1316,SNA,3867,SFO,3469,Y,0,73W,Santa Ana,San Francisco
FL,1316,SNA,3867,SJD,1840,,0,73G,Santa Ana,San Jose Del Cabo
FL,1316,STL,3678,ATL,3682,,0,717,St. Louis,Atlanta
FL,1316,STL,3678,BNA,3690,Y,0,73C,St. Louis,Nashville
FL,1316,STL,3678,BWI,3849,Y,0,73W,St. Louis,Baltimore
FL,1316,STL,3678,CMH,3759,Y,0,73W,St. Louis,Columbus
FL,1316,STL,3678,DAL,3502,Y,0,73W,St. Louis,Dallas
FL,1316,STL,3678,DEN,3751,Y,0,73C,St. Louis,Denver
FL,1316,STL,3678,DFW,3670,Y,0,73W,St. Louis,Dallas-Fort Worth
FL,1316,STL,3678,DTW,3645,Y,0,73C,St. Louis,Detroit
FL,1316,STL,3678,FLL,3533,Y,0,73W,St. Louis,Fort Lauderdale
FL,1316,STL,3678,GRR,3685,Y,0,73W,St. Louis,Grand Rapids
FL,1316,STL,3678,LAS,3877,Y,0,73C,St. Louis,Las Vegas
FL,1316,STL,3678,LAX,3484,Y,0,73W,St. Louis,Los Angeles
FL,1316,STL,3678,MCI,3458,Y,0,73C,St. Louis,Kansas City
FL,1316,STL,3678,MDW,3747,Y,0,73H 73W 73C,St. Louis,Chicago
FL,1316,STL,3678,MKE,3717,Y,0,73W,St. Louis,Milwaukee
FL,1316,STL,3678,MSP,3858,Y,0,73W,St. Louis,Minneapolis
FL,1316,STL,3678,MSY,3861,Y,0,73W,St. Louis,New Orleans
FL,1316,STL,3678,OKC,3863,Y,0,73C,St. Louis,Oklahoma City
FL,1316,STL,3678,OMA,3454,Y,0,73W,St. Louis,Omaha
FL,1316,STL,3678,PHL,3752,Y,0,73C,St. Louis,Philadelphia
FL,1316,STL,3678,RDU,3626,Y,0,73W,St. Louis,Raleigh-durham
FL,1316,STL,3678,SAT,3621,Y,0,73C,St. Louis,San Antonio
FL,1316,STL,3678,TPA,3646,Y,0,73W,St. Louis,Tampa
FL,1316,TPA,3646,ALB,3864,Y,0,73W,Tampa,Albany
FL,1316,TPA,3646,ATL,3682,,0,717,Tampa,Atlanta
FL,1316,TPA,3646,BDL,3825,Y,0,73C,Tampa,Windsor Locks
FL,1316,TPA,3646,BHM,3811,Y,0,73W,Tampa,Birmingham
FL,1316,TPA,3646,BWI,3849,,0,717,Tampa,Baltimore
FL,1316,TPA,3646,CAK,4112,,0,717,Tampa,Akron
FL,1316,TPA,3646,CMH,3759,Y,0,73W,Tampa,Columbus
FL,1316,TPA,3646,DAY,3627,,0,717,Tampa,Dayton
FL,1316,TPA,3646,EYW,3875,Y,0,73W,Tampa,Key West
FL,1316,TPA,3646,FLL,3533,Y,0,73W,Tampa,Fort Lauderdale
FL,1316,TPA,3646,HOU,3566,Y,0,73W 73C,Tampa,Houston
FL,1316,TPA,3646,IND,3585,,0,717,Tampa,Indianapolis
FL,1316,TPA,3646,ISP,3857,Y,0,73W,Tampa,Islip
FL,1316,TPA,3646,MCI,3458,Y,0,73C,Tampa,Kansas City
FL,1316,TPA,3646,MDW,3747,Y,0,73W,Tampa,Chicago
FL,1316,TPA,3646,MKE,3717,Y,0,73C,Tampa,Milwaukee
FL,1316,TPA,3646,MSY,3861,Y,0,73W 733,Tampa,New Orleans
FL,1316,TPA,3646,PDX,3720,Y,0,73H,Tampa,Portland
FL,1316,TPA,3646,PHX,3462,Y,0,73W,Tampa,Phoenix
FL,1316,TPA,3646,PIT,3570,,0,717,Tampa,Pittsburgh
FL,1316,TPA,3646,PVD,3641,Y,0,73W 73H,Tampa,Providence
FL,1316,TPA,3646,RDU,3626,Y,0,73W,Tampa,Raleigh-durham
FL,1316,TPA,3646,SAT,3621,Y,0,73W,Tampa,San Antonio
FL,1316,TPA,3646,SEA,3577,Y,0,73W,Tampa,Seattle
FL,1316,TPA,3646,SJU,2890,Y,0,738 73H,Tampa,San Juan
FL,1316,TPA,3646,STL,3678,Y,0,73C,Tampa,St. Louis
FL,1316,TUL,3855,DEN,3751,Y,0,73W,Tulsa,Denver
FL,1316,TUS,3636,LAS,3877,Y,0,73W,Tucson,Las Vegas
FL,1316,TUS,3636,LAX,3484,Y,0,73C,Tucson,Los Angeles
FL,1316,TUS,3636,MDW,3747,Y,0,73H,Tucson,Chicago
FL,1316,TUS,3636,SJC,3748,Y,0,73W,Tucson,San Jose
FM,4609,AOG,9844,PVG,3406,,0,737,Anshan,Shanghai
FM,4609,BAV,6346,SHA,3391,,0,738 737,Baotou,Shanghai
FM,4609,BKK,3885,PVG,3406,,0,738 757,Bangkok,Shanghai
FM,4609,CAN,3370,HGH,3386,,0,738,Guangzhou,Hangzhou
FM,4609,CAN,3370,NKG,3388,,0,738,Guangzhou,Nanjing
FM,4609,CAN,3370,PVG,3406,,0,738 757,Guangzhou,Shanghai
FM,4609,CAN,3370,SHA,3391,,0,738 333 757,Guangzhou,Shanghai
FM,4609,CAN,3370,WNZ,6392,,0,738,Guangzhou,Wenzhou
FM,4609,CAN,3370,XMN,3383,,0,738,Guangzhou,Xiamen
FM,4609,CGO,3375,HGH,3386,,0,738,Zhengzhou,Hangzhou
FM,4609,CGO,3375,PVG,3406,,0,738,Zhengzhou,Shanghai
FM,4609,CGO,3375,SHA,3391,,0,738,Zhengzhou,Shanghai
FM,4609,CGQ,4380,PVG,3406,,0,738,Changchun,Shanghai
FM,4609,CKG,3393,SHA,3391,,0,738 737,Chongqing,Shanghai
FM,4609,CKG,3393,TXN,6387,,0,737,Chongqing,Huangshan
FM,4609,CSX,3371,SHA,3391,,0,738 737,Changcha,Shanghai
FM,4609,CTU,3395,PVG,3406,,0,738,Chengdu,Shanghai
FM,4609,CTU,3395,SHA,3391,,0,757 737 738,Chengdu,Shanghai
FM,4609,CTU,3395,TXN,6387,,0,737,Chengdu,Huangshan
FM,4609,DDG,6433,TAO,3390,,0,737,Dandong,Qingdao
FM,4609,DLC,3404,PVG,3406,,0,738 737,Dalian,Shanghai
FM,4609,DSN,6434,XIY,3379,,0,737,Dongsheng,Xi'an
FM,4609,DYG,6353,PVG,3406,,0,738,Dayong,Shanghai
FM,4609,FOC,3385,SHA,3391,,0,738,Fuzhou,Shanghai
FM,4609,FUG,7503,SHA,3391,,0,737,Fuyang,Shanghai
FM,4609,GMP,2378,SHA,3391,,0,333,Seoul,Shanghai
FM,4609,HAK,4120,PVG,3406,,0,738,Haikou,Shanghai
FM,4609,HET,6345,HLD,3366,,0,738,Hohhot,Hailar
FM,4609,HET,6345,SHA,3391,,0,738,Hohhot,Shanghai
FM,4609,HGH,3386,CAN,3370,,0,738,Hangzhou,Guangzhou
FM,4609,HGH,3386,CGO,3375,,0,738,Hangzhou,Zhengzhou
FM,4609,HGH,3386,HKG,3077,Y,0,320,Hangzhou,Hong Kong
FM,4609,HGH,3386,PEK,3364,,0,757,Hangzhou,Beijing
FM,4609,HKG,3077,HGH,3386,Y,0,320,Hong Kong,Hangzhou
FM,4609,HKG,3077,NGB,3387,Y,0,320,Hong Kong,Ninbo
FM,4609,HKG,3077,NKG,3388,Y,0,321,Hong Kong,Nanjing
FM,4609,HKG,3077,PVG,3406,,0,330 738,Hong Kong,Shanghai
FM,4609,HKG,3077,SHA,3391,,0,333,Hong Kong,Shanghai
FM,4609,HKT,3179,PVG,3406,,0,757 738,Phuket,Shanghai
FM,4609,HLD,3366,HET,6345,,0,738,Hailar,Hohhot
FM,4609,HND,2359,SHA,3391,,0,333,Tokyo,Shanghai
FM,4609,HRB,3400,PVG,3406,,0,738,Harbin,Shanghai
FM,4609,HTN,3398,URC,3399,,0,738,Hotan,Urumqi
FM,4609,ICN,3930,PVG,3406,,0,738,Seoul,Shanghai
FM,4609,INC,4085,PVG,3406,,0,738,,Shanghai
FM,4609,JGS,6428,SHA,3391,,0,738,Jian,Shanghai
FM,4609,JHG,3381,KMG,3382,,0,737,Jinghonggasa,Kunming
FM,4609,JMU,6411,TAO,3390,,0,737,Jiamusi,Qingdao
FM,4609,JNG,6944,SHA,3391,,0,737,Jining,Shanghai
FM,4609,JNZ,6412,PVG,3406,,0,737,Jinzhou,Shanghai
FM,4609,JXA,8417,TAO,3390,,0,737,Jixi,Qingdao
FM,4609,KHN,3384,SHA,3391,,0,738,Nanchang,Shanghai
FM,4609,KIX,3992,PVG,3406,,0,321 738,Osaka,Shanghai
FM,4609,KMG,3382,JHG,3381,,0,737,Kunming,Jinghonggasa
FM,4609,KMG,3382,SHA,3391,,0,737,Kunming,Shanghai
FM,4609,KWE,3394,PVG,3406,,0,737 738,Guiyang,Shanghai
FM,4609,KWE,3394,SHA,3391,,0,738,Guiyang,Shanghai
FM,4609,KWL,3372,PVG,3406,,0,738 757,Guilin,Shanghai
FM,4609,KWL,3372,SHA,3391,,0,737,Guilin,Shanghai
FM,4609,LHW,3378,SHA,3391,,0,738,Lanzhou,Shanghai
FM,4609,LYG,6383,SHA,3391,,0,738 737,Lianyungang,Shanghai
FM,4609,LYI,6385,SHA,3391,,0,737,Linyi,Shanghai
FM,4609,MFM,3121,PVG,3406,Y,0,321,Macau,Shanghai
